-0.6 17.4996926403
-0.56 14.3388269348
-0.52 11.6042374102
-0.48 9.28379425516
-0.44 7.31905383996
-0.4 5.68226462993
-0.36 4.31637450989
-0.32 3.18767205996
-0.28 2.26698797499
-0.24 1.5256255402
-0.2 0.95305650028
-0.16 0.544187384787
-0.12 0.257981629892
-0.08 0.0811279498847
-0.04 0.0
0.0 0.00546104015336
0.04 0.0905534948997
0.08 0.252940670072
0.12 0.481831760168
0.16 0.768510104842
0.2 1.12410782516
0.24 1.53796538984
0.28 2.03295090499
0.32 2.59717085485
0.36 3.25365087507
0.4 4.02420886974
0.44 4.9162750047
0.48 5.96487345025
0.52 7.20329554476
0.56 8.67648984985
0.6 10.4439239402
