-0.6 17.8628518
-0.56 14.6083082549
-0.52 11.8496166396
-0.48 9.50858956499
-0.44 7.52042968972
-0.4 5.84761861977
-0.36 4.46608051985
-0.32 3.33687922483
-0.28 2.40648078991
-0.24 1.66049747503
-0.2 1.07732141506
-0.16 0.637838969757
-0.12 0.321650004955
-0.08 0.127257984765
-0.04 0.0240495799751
0.0 0.0
0.04 0.0532188851313
0.08 0.169764829756
0.12 0.349742854556
0.16 0.582283389861
0.2 0.858984834977
0.24 1.17509503502
0.28 1.52659697507
0.32 1.91695631491
0.36 2.34079077974
0.4 2.80521547513
0.44 3.31566518471
0.48 3.85654443986
0.52 4.43368184982
0.56 5.05429753964
0.6 5.72784330967
